MOIS,DATE,ANNEE,CATEGORIE,SOUS-CATEGORIE,PRODUITS,UNITE,VILLE,PRIX
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,OIGNON BLANC (kg),kilogramme,ABIDJAN,500
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,OIGNON VIOLET - NIGER-BF (kg),kilogramme,ABIDJAN,400
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,CHOU (kg),kilogramme,ABIDJAN,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,COURGETTE (kg),kilogramme,ABIDJAN,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,NAVET (kg),kilogramme,ABIDJAN,750
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,HARICOT VERT (kg),kilogramme,ABIDJAN,700
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,COMCOMBRE (kg),kilogramme,ABIDJAN,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,FRUITS,BANANE DOUCE,sans unité,ABIDJAN,350
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,BANANE PLANTAIN (kg),kilogramme,ABIDJAN,350
juin,2021-06-14,2021,PRODUITS VIVRIERS,FRUITS,ANANAS (kg),kilogramme,ABIDJAN,450
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,ORANGE (kg),kilogramme,ABIDJAN,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,FRUITS,AVOCAT (kg),kilogramme,ABIDJAN,600
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,CITRON (kg),kilogramme,ABIDJAN,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,PAPAYE (kg),kilogramme,ABIDJAN,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,GINGIMBRE (kg),kilogramme,ABIDJAN,550
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,GRAINE DE PALME (kg),kilogramme,ABIDJAN,200
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,KPONAN (kg),kilogramme,ABIDJAN
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,ASSAWA,kilogramme,ABIDJAN
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,CAROTTE (kg),kilogramme,ABIDJAN,900
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,POIVRON (kg),kilogramme,ABIDJAN,600
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,VIANDE DE BOEUF SANS OS (kg),kilogramme,ABIDJAN,3000
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,VIANDE DE BOEUF AVEC OS (kg),kilogramme,ABIDJAN,2500
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,VIANDE DE MOUTON (kg),kilogramme,ABIDJAN,3700
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,POULET DE CHAIR (kg),kilogramme,ABIDJAN,2100
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,ROGNON DE BŒUFS IMPORTESS,kilogramme,ABIDJAN,1200
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,PATTES DE BŒUF IMPORTEES,kilogramme,ABIDJAN,1000
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,FOIE DE BŒUFS IMPORTE,kilogramme,ABIDJAN,1400
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,TRIPES IMPORTES,kilogramme,ABIDJAN,1500
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,LANGUES DE BŒUF IMPORTEES,kilogramme,ABIDJAN,1500
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,GESIERS DE POULETS IMPORTES,kilogramme,ABIDJAN,2500
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,AILERON DE DINDE IMPORTE,kilogramme,ABIDJAN,2500
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,CROUPION DE DINDE IMPORTE,kilogramme,ABIDJAN,2000
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,CUISSES DE POULET IMPORTEES,kilogramme,ABIDJAN,2000
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,CARPE NOIRE D'AQUACULTURE,kilogramme,ABIDJAN,2500
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,DORADE LOCALE,kilogramme,ABIDJAN,2500
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,SOSSO LOCAL,kilogramme,ABIDJAN,3000
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,CARPE NOIRE D'EAU DOUCE LOCALE,kilogramme,ABIDJAN,3000
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,CARPE ROUGE LOCALE,kilogramme,ABIDJAN,3000
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,BROCHET LOCAL,kilogramme,ABIDJAN,2600
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,CREVETTE LOCALE,sans unité,ABIDJAN,4000
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,MAQUEREAU IMPORTE,kilogramme,ABIDJAN,1200
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,MACHOIRON IMPORTE,kilogramme,ABIDJAN,1300
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,CHINCHARD,kilogramme,ABIDJAN,1500
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,CAPITAINE IMPORTE,kilogramme,ABIDJAN,2500
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,THON BLANC NON SALE IMPORTE,kilogramme,ABIDJAN,1600
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,DORADE IMPORTEE,kilogramme,ABIDJAN,1800
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,SOSSO IMPORTE,kilogramme,ABIDJAN,2500
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,CARPE NOIRE IMPORTEE,kilogramme,ABIDJAN,2000
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,IGNAME BÊTÊ BÊTÊ (kg),kilogramme,SANPEDRO,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,IGNAME KLEGLE (kg),kilogramme,SANPEDRO,450
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,MANIOC (kg),kilogramme,SANPEDRO,200
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,POMME DE TERRE (kg),kilogramme,SANPEDRO,400
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,PATATE DOUCE,kilogramme,SANPEDRO,250
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,MIL (kg),kilogramme,SANPEDRO,400
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,ARACHIDE DECORTIQUEE (kg),kilogramme,SANPEDRO,600
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,HARICOT (kg),kilogramme,SANPEDRO,500
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,RIZ LOCAL (LONGS GRAINS),kilogramme,SANPEDRO,500
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,RIZ LOCAL (BRISURES),kilogramme,SANPEDRO,400
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,GOMBO Dioula,kilogramme,SANPEDRO,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,GOMBO Baoulé,kilogramme,SANPEDRO,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,PIMENT (kg),kilogramme,SANPEDRO,800
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,TOMATE TYPE SALADE (kg),kilogramme,SANPEDRO,1000
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,AUBERGINE VIOLETTE,kilogramme,SANPEDRO,350
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,AUBERGINE N'DROWA (kg),kilogramme,SANPEDRO,350
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,OIGNON BLANC (kg),kilogramme,SANPEDRO,350
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,OIGNON VIOLET - NIGER-BF (kg),kilogramme,SANPEDRO,400
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,CHOU (kg),kilogramme,SANPEDRO,250
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,COURGETTE (kg),kilogramme,SANPEDRO,400
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,NAVET (kg),kilogramme,SANPEDRO,700
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,HARICOT VERT (kg),kilogramme,SANPEDRO,1200
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,COMCOMBRE (kg),kilogramme,SANPEDRO,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,FRUITS,BANANE DOUCE,sans unité,SANPEDRO,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,BANANE PLANTAIN (kg),kilogramme,SANPEDRO,400
juin,2021-06-14,2021,PRODUITS VIVRIERS,FRUITS,ANANAS (kg),kilogramme,SANPEDRO,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,ORANGE (kg),kilogramme,SANPEDRO,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,FRUITS,AVOCAT (kg),kilogramme,SANPEDRO,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,CITRON (kg),kilogramme,SANPEDRO,400
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,PAPAYE (kg),kilogramme,SANPEDRO,400
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,GINGIMBRE (kg),kilogramme,SANPEDRO,500
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,GRAINE DE PALME (kg),kilogramme,SANPEDRO,250
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,KPONAN (kg),kilogramme,SANPEDRO,500
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,ASSAWA,kilogramme,SANPEDRO,400
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,CAROTTE (kg),kilogramme,SANPEDRO,1000
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,POIVRON (kg),kilogramme,SANPEDRO,1200
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,VIANDE DE BOEUF SANS OS (kg),kilogramme,SANPEDRO,2800
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,VIANDE DE BOEUF AVEC OS (kg),kilogramme,SANPEDRO,2400
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,VIANDE DE MOUTON (kg),kilogramme,SANPEDRO,4000
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,POULET DE CHAIR (kg),kilogramme,SANPEDRO,2500
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,ROGNON DE BŒUFS IMPORTESS,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,PATTES DE BŒUF IMPORTEES,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,FOIE DE BŒUFS IMPORTE,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,TRIPES IMPORTES,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,LANGUES DE BŒUF IMPORTEES,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,GESIERS DE POULETS IMPORTES,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,AILERON DE DINDE IMPORTE,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,CROUPION DE DINDE IMPORTE,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,CUISSES DE POULET IMPORTEES,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,CARPE NOIRE D'AQUACULTURE,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,DORADE LOCALE,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,SOSSO LOCAL,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,CARPE NOIRE D'EAU DOUCE LOCALE,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,CARPE ROUGE LOCALE,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,BROCHET LOCAL,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,CREVETTE LOCALE,sans unité,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,MAQUEREAU IMPORTE,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,MACHOIRON IMPORTE,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,CHINCHARD,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,CAPITAINE IMPORTE,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,THON BLANC NON SALE IMPORTE,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,DORADE IMPORTEE,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,SOSSO IMPORTE,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,CARPE NOIRE IMPORTEE,kilogramme,SANPEDRO
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,IGNAME BÊTÊ BÊTÊ (kg),kilogramme,BOUAKE,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,IGNAME KLEGLE (kg),kilogramme,BOUAKE,400
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,MANIOC (kg),kilogramme,BOUAKE,200
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,POMME DE TERRE (kg),kilogramme,BOUAKE,500
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,PATATE DOUCE,kilogramme,BOUAKE,500
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,MIL (kg),kilogramme,BOUAKE,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,ARACHIDE DECORTIQUEE (kg),kilogramme,BOUAKE,600
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,HARICOT (kg),kilogramme,BOUAKE,550
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,RIZ LOCAL (LONGS GRAINS),kilogramme,BOUAKE,450
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,RIZ LOCAL (BRISURES),kilogramme,BOUAKE,400
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,GOMBO Dioula,kilogramme,BOUAKE,400
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,GOMBO Baoulé,kilogramme,BOUAKE,400
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,PIMENT (kg),kilogramme,BOUAKE,700
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,TOMATE TYPE SALADE (kg),kilogramme,BOUAKE,700
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,AUBERGINE VIOLETTE,kilogramme,BOUAKE,350
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,AUBERGINE N'DROWA (kg),kilogramme,BOUAKE,200
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,OIGNON BLANC (kg),kilogramme,BOUAKE,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,OIGNON VIOLET - NIGER-BF (kg),kilogramme,BOUAKE,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,CHOU (kg),kilogramme,BOUAKE,350
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,COURGETTE (kg),kilogramme,BOUAKE,350
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,NAVET (kg),kilogramme,BOUAKE,600
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,HARICOT VERT (kg),kilogramme,BOUAKE,1300
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,COMCOMBRE (kg),kilogramme,BOUAKE,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,FRUITS,BANANE DOUCE,sans unité,BOUAKE,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,BANANE PLANTAIN (kg),kilogramme,BOUAKE,200
juin,2021-06-14,2021,PRODUITS VIVRIERS,FRUITS,ANANAS (kg),kilogramme,BOUAKE,400
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,ORANGE (kg),kilogramme,BOUAKE,250
juin,2021-06-14,2021,PRODUITS VIVRIERS,FRUITS,AVOCAT (kg),kilogramme,BOUAKE,400
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,CITRON (kg),kilogramme,BOUAKE,875
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,PAPAYE (kg),kilogramme,BOUAKE,200
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,GINGIMBRE (kg),kilogramme,BOUAKE,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,GRAINE DE PALME (kg),kilogramme,BOUAKE,250
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,KPONAN (kg),kilogramme,BOUAKE,700
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,ASSAWA,kilogramme,BOUAKE,400
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,CAROTTE (kg),kilogramme,BOUAKE,1300
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,POIVRON (kg),kilogramme,BOUAKE,1000
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,VIANDE DE BOEUF SANS OS (kg),kilogramme,BOUAKE,2200
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,VIANDE DE BOEUF AVEC OS (kg),kilogramme,BOUAKE,2000
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,VIANDE DE MOUTON (kg),kilogramme,BOUAKE,3000
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,POULET DE CHAIR (kg),kilogramme,BOUAKE,2000
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,ROGNON DE BŒUFS IMPORTESS,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,PATTES DE BŒUF IMPORTEES,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,FOIE DE BŒUFS IMPORTE,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,TRIPES IMPORTES,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,LANGUES DE BŒUF IMPORTEES,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,GESIERS DE POULETS IMPORTES,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,AILERON DE DINDE IMPORTE,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,CROUPION DE DINDE IMPORTE,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,BOUCHERIE,CUISSES DE POULET IMPORTEES,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,CARPE NOIRE D'AQUACULTURE,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,DORADE LOCALE,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,SOSSO LOCAL,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,CARPE NOIRE D'EAU DOUCE LOCALE,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,CARPE ROUGE LOCALE,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,BROCHET LOCAL,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,CREVETTE LOCALE,sans unité,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,MAQUEREAU IMPORTE,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,MACHOIRON IMPORTE,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,CHINCHARD,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,CAPITAINE IMPORTE,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,THON BLANC NON SALE IMPORTE,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,DORADE IMPORTEE,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,SOSSO IMPORTE,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS FRAIS,POISSONNERIE,CARPE NOIRE IMPORTEE,kilogramme,BOUAKE
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,IGNAME BÊTÊ BÊTÊ (kg),kilogramme,YAMOUSSOUKRO,350
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,IGNAME KLEGLE (kg),kilogramme,YAMOUSSOUKRO,400
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,MANIOC (kg),kilogramme,YAMOUSSOUKRO,200
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,POMME DE TERRE (kg),kilogramme,YAMOUSSOUKRO,500
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,PATATE DOUCE,kilogramme,YAMOUSSOUKRO,400
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,MIL (kg),kilogramme,YAMOUSSOUKRO,350
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,ARACHIDE DECORTIQUEE (kg),kilogramme,YAMOUSSOUKRO,750
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,HARICOT (kg),kilogramme,YAMOUSSOUKRO
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,RIZ LOCAL (LONGS GRAINS),kilogramme,YAMOUSSOUKRO,400
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,RIZ LOCAL (BRISURES),kilogramme,YAMOUSSOUKRO,350
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,GOMBO Dioula,kilogramme,YAMOUSSOUKRO,720
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,GOMBO Baoulé,kilogramme,YAMOUSSOUKRO,720
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,PIMENT (kg),kilogramme,YAMOUSSOUKRO,325
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,TOMATE TYPE SALADE (kg),kilogramme,YAMOUSSOUKRO,750
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,AUBERGINE VIOLETTE,kilogramme,YAMOUSSOUKRO,500
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,AUBERGINE N'DROWA (kg),kilogramme,YAMOUSSOUKRO,500
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,OIGNON BLANC (kg),kilogramme,YAMOUSSOUKRO,400
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,OIGNON VIOLET - NIGER-BF (kg),kilogramme,YAMOUSSOUKRO,500
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,CHOU (kg),kilogramme,YAMOUSSOUKRO,600
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,COURGETTE (kg),kilogramme,YAMOUSSOUKRO,400
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,NAVET (kg),kilogramme,YAMOUSSOUKRO,500
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,HARICOT VERT (kg),kilogramme,YAMOUSSOUKRO,1000
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,COMCOMBRE (kg),kilogramme,YAMOUSSOUKRO,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,FRUITS,BANANE DOUCE,sans unité,YAMOUSSOUKRO,350
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,BANANE PLANTAIN (kg),kilogramme,YAMOUSSOUKRO,300
juin,2021-06-14,2021,PRODUITS VIVRIERS,FRUITS,ANANAS (kg),kilogramme,YAMOUSSOUKRO,500
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,ORANGE (kg),kilogramme,YAMOUSSOUKRO,200
juin,2021-06-14,2021,PRODUITS VIVRIERS,FRUITS,AVOCAT (kg),kilogramme,YAMOUSSOUKRO,500
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,CITRON (kg),kilogramme,YAMOUSSOUKRO,875
juin,2021-06-14,2021,PRODUITS VIVRIERS,PRODUITS DE SAISON,PAPAYE (kg),kilogramme,YAMOUSSOUKRO,100
