MOIS,DATE,ANNEE,CATEGORIE,SOUS-CATEGORIE,PRODUITS,UNITE,VILLE,PRIX
août,2020-08-03,2020,PRODUITS MANUFACTURES,DIVERS,"HUILE DE PALME RAFFINÉE / BOUTEILLE 0,9L",litre,KORHOGO
août,2020-08-03,2020,PRODUITS MANUFACTURES,DIVERS,"TOMATE CONCENTREE / BOITE 2,2 KGS ",kilogramme,KORHOGO
août,2020-08-03,2020,PRODUITS MANUFACTURES,DIVERS,TOMATE CONCENTREE / BOITE 400G ,gramme,KORHOGO
août,2020-08-03,2020,PRODUITS MANUFACTURES,DIVERS,SUCRE EN POUDRE BLANC / SACHET 1 KG ,kilogramme,KORHOGO
août,2020-08-03,2020,PRODUITS MANUFACTURES,DIVERS,SUCRE EN POUDRE BLANC / VRAC ,kilogramme,KORHOGO
août,2020-08-03,2020,PRODUITS MANUFACTURES,DIVERS,SUCRE EN MORCEAU BLANC / PAQUET 1 KG ,kilogramme,KORHOGO
août,2020-08-03,2020,PRODUITS MANUFACTURES,DIVERS,"LAIT EN POUDRE / BOITE 1,8 KG",kilogramme,KORHOGO
août,2020-08-03,2020,PRODUITS MANUFACTURES,DIVERS,LAIT EN POUDRE / BOITE 900G,gramme,KORHOGO
août,2020-08-03,2020,PRODUITS MANUFACTURES,DIVERS,LAIT EN POUDRE / BOITE 400G,gramme,KORHOGO
août,2020-08-03,2020,PRODUITS MANUFACTURES,DIVERS,LAIT EN POUDRE / SACHET 26G,gramme,KORHOGO
août,2020-08-03,2020,PRODUITS MANUFACTURES,DIVERS,PÂTES ALIMENTAIRES SPAGHETTIS / PAQUET 200G,gramme,KORHOGO
août,2020-08-03,2020,PRODUITS MANUFACTURES,DIVERS,PÂTES ALIMENTAIRES VERMICELLES / SACHET 200G,gramme,KORHOGO
août,2020-08-03,2020,PRODUITS MANUFACTURES,DIVERS,"EAU MINÉRALE SOURCE BONOUA / BOUTEILLE 1,5 L",litre,KORHOGO
août,2020-08-03,2020,PRODUITS MANUFACTURES,DIVERS,"EAU MINÉRALE SOURCE BONOUA / BOUTEILLE 1,2 L",litre,KORHOGO
août,2020-08-03,2020,PRODUITS MANUFACTURES,DIVERS,EAU MINÉRALE SOURCE BONOUA / BOUTEILLE 33 CL,litre,KORHOGO
août,2020-08-03,2020,PRODUITS MANUFACTURES,DIVERS,EAU MINÉRALE SOURCE BONOUA / VERRE 33 CL,litre,KORHOGO
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,KPONAN (kg),kilogramme,ABIDJAN
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,IGNAME KLEGLE (kg),kilogramme,ABIDJAN,650
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,ASSAWA,kilogramme,ABIDJAN
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,IGNAME BÊTÊ BÊTÊ (kg) ,kilogramme,ABIDJAN,500
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,MANIOC (kg),kilogramme,ABIDJAN,250
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,CITRON (kg),kilogramme,ABIDJAN,600
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,POMME DE TERRE (kg),kilogramme,ABIDJAN,500
septembre,2020-09-14,2020,PRODUITS VIVRIERS,FRUITS,ANANAS (kg),kilogramme,ABIDJAN,500
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,MIL (kg),kilogramme,ABIDJAN,400
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,FONIO (400 GR.),gramme,ABIDJAN
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,RIZ LOCAL (LONGS GRAINS),kilogramme,ABIDJAN,500
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,RIZ LOCAL (BRISURES),kilogramme,ABIDJAN,300
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,GOMBO Dioula,kilogramme,ABIDJAN,250
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,GOMBO Baoulé,kilogramme,ABIDJAN,250
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,AUBERGINE N'DROWA (kg),kilogramme,ABIDJAN,500
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,AUBERGINE VIOLETTE,kilogramme,ABIDJAN,500
septembre,2020-09-14,2020,PRODUITS VIVRIERS,FRUITS,BANANE DOUCE,sans unité,ABIDJAN,450
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,OIGNON VIOLET - NIGER-BF (kg),kilogramme,ABIDJAN,550
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,OIGNON BLANC (kg),kilogramme,ABIDJAN,500
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,PIMENT (kg),kilogramme,ABIDJAN,1000
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,GRAINE DE PALME (kg),kilogramme,ABIDJAN,200
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,CITRON (kg),kilogramme,ABIDJAN,500
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,GINGIMBRE (kg),kilogramme,ABIDJAN,650
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,CAROTTE (kg),kilogramme,ABIDJAN,1000
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,CHOU (kg),kilogramme,ABIDJAN,500
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,COURGETTE (kg),kilogramme,ABIDJAN,250
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,NAVET (kg),kilogramme,ABIDJAN,1200
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,POIVRON (kg),kilogramme,ABIDJAN,1100
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,COMCOMBRE (kg),kilogramme,ABIDJAN,300
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,HARICOT VERT (kg),kilogramme,ABIDJAN,1100
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,HARICOT NIEBE BLANC,sans unité,ABIDJAN,500
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,PAMPLEMOUSSE,sans unité,ABIDJAN
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,PAPAYE (kg),kilogramme,ABIDJAN,600
septembre,2020-09-14,2020,PRODUITS VIVRIERS,FRUITS,GOYAVE,sans unité,ABIDJAN
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,MANGUES,sans unité,ABIDJAN,250
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,TANGELO,sans unité,ABIDJAN
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,ORANGE (kg),kilogramme,ABIDJAN,300
septembre,2020-09-14,2020,PRODUITS VIVRIERS,FRUITS,AVOCAT (kg),kilogramme,ABIDJAN,300
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,COROSSOL,sans unité,ABIDJAN
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,BANANE PLANTAIN (kg),kilogramme,ABIDJAN,600
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,TOMATE TYPE SALADE (kg),kilogramme,ABIDJAN,800
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,PATATE DOUCE,kilogramme,ABIDJAN,500
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,ARACHIDE DECORTIQUEE (kg),kilogramme,ABIDJAN,800
septembre,2020-09-14,2020,PRODUITS FRAIS,BOUCHERIE,VIANDE DE BOEUF SANS OS (kg),kilogramme,ABIDJAN,2800
septembre,2020-09-14,2020,PRODUITS FRAIS,BOUCHERIE,VIANDE DE BOEUF AVEC OS (kg),kilogramme,ABIDJAN,2400
septembre,2020-09-14,2020,PRODUITS FRAIS,BOUCHERIE,VIANDE DE MOUTON (kg),kilogramme,ABIDJAN,3700
septembre,2020-09-14,2020,PRODUITS FRAIS,BOUCHERIE,POULET DE CHAIR (kg),kilogramme,ABIDJAN,2100
septembre,2020-09-14,2020,PRODUITS FRAIS,POISSONNERIE,CARPE NOIRE D'AQUACULTURE,kilogramme,ABIDJAN,2500
septembre,2020-09-14,2020,PRODUITS FRAIS,POISSONNERIE,CARPE ROUGE LOCALE,kilogramme,ABIDJAN,2800
septembre,2020-09-14,2020,PRODUITS FRAIS,POISSONNERIE,THON NOIR,kilogramme,ABIDJAN,1400
septembre,2020-09-14,2020,PRODUITS FRAIS,POISSONNERIE,THON ROUGE,kilogramme,ABIDJAN,2500
septembre,2020-09-14,2020,PRODUITS FRAIS,POISSONNERIE,SOSSO LOCAL,kilogramme,ABIDJAN,3000
septembre,2020-09-14,2020,PRODUITS FRAIS,POISSONNERIE,MÂCHOIRON FRAIS LOCAL,kilogramme,ABIDJAN,2000
septembre,2020-09-14,2020,PRODUITS FRAIS,POISSONNERIE,SARDINE FUMÉE (MANGNE),kilogramme,ABIDJAN,850
septembre,2020-09-14,2020,PRODUITS FRAIS,POISSONNERIE,ESCARGOT LOCAL,kilogramme,ABIDJAN,2500
septembre,2020-09-14,2020,PRODUITS FRAIS,POISSONNERIE,CREVETTE LOCALE,kilogramme,ABIDJAN,4000
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,RIZ IMPORTE DU VIETNAM / SAC 5 KGS,kilogramme,ABIDJAN
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,RIZ IMPORTE DU VIETNAM / SACHET 900G,gramme,ABIDJAN
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,RIZ IMPORTE DE THAÏLANDE / SAC 5 KGS,kilogramme,ABIDJAN
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,RIZ IMPORTE DE THAÏLANDE / SACHET 900G,gramme,ABIDJAN
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,HUILE DE PALME RAFFINÉE / BOUTEILLE 5L,litre,ABIDJAN
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,HUILE DE PALME RAFFINÉE / BOUTEILLE 3L,litre,ABIDJAN
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,"HUILE DE PALME RAFFINÉE / BOUTEILLE 1,5L",litre,ABIDJAN
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,"HUILE DE PALME RAFFINÉE / BOUTEILLE 0,9L",litre,ABIDJAN
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,"TOMATE CONCENTREE / BOITE 2,2 KGS ",kilogramme,ABIDJAN
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,TOMATE CONCENTREE / BOITE 400G ,gramme,ABIDJAN
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,SUCRE EN POUDRE BLANC / SACHET 1 KG ,kilogramme,ABIDJAN
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,SUCRE EN POUDRE BLANC / VRAC ,kilogramme,ABIDJAN
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,SUCRE EN MORCEAU BLANC / PAQUET 1 KG ,kilogramme,ABIDJAN
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,"LAIT EN POUDRE / BOITE 1,8 KG",kilogramme,ABIDJAN,8500
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,LAIT EN POUDRE / BOITE 900G,gramme,ABIDJAN,4800
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,LAIT EN POUDRE / BOITE 400G,gramme,ABIDJAN,2400
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,LAIT EN POUDRE / SACHET 26G,gramme,ABIDJAN,100
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,PÂTES ALIMENTAIRES SPAGHETTIS / PAQUET 200G,gramme,ABIDJAN,175
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,PÂTES ALIMENTAIRES VERMICELLES / SACHET 200G,gramme,ABIDJAN,175
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,"EAU MINÉRALE SOURCE BONOUA / BOUTEILLE 1,5 L",litre,ABIDJAN,400
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,"EAU MINÉRALE SOURCE BONOUA / BOUTEILLE 1,2 L",litre,ABIDJAN,250
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,EAU MINÉRALE SOURCE BONOUA / BOUTEILLE 33 CL,litre,ABIDJAN,150
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,EAU MINÉRALE SOURCE BONOUA / VERRE 33 CL,litre,ABIDJAN,100
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,KPONAN (kg),kilogramme,SANPEDRO,500
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,IGNAME KLEGLE (kg),kilogramme,SANPEDRO,400
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,ASSAWA,kilogramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,IGNAME BÊTÊ BÊTÊ (kg) ,kilogramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,MANIOC (kg),kilogramme,SANPEDRO,200
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,CITRON (kg),kilogramme,SANPEDRO,400
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,POMME DE TERRE (kg),kilogramme,SANPEDRO,450
septembre,2020-09-14,2020,PRODUITS VIVRIERS,FRUITS,ANANAS (kg),kilogramme,SANPEDRO,300
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,MIL (kg),kilogramme,SANPEDRO,350
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,FONIO (400 GR.),gramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,RIZ LOCAL (LONGS GRAINS),kilogramme,SANPEDRO,400
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,RIZ LOCAL (BRISURES),kilogramme,SANPEDRO,400
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,GOMBO Dioula,kilogramme,SANPEDRO,300
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,GOMBO Baoulé,kilogramme,SANPEDRO,300
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,AUBERGINE N'DROWA (kg),kilogramme,SANPEDRO,400
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,AUBERGINE VIOLETTE,kilogramme,SANPEDRO,400
septembre,2020-09-14,2020,PRODUITS VIVRIERS,FRUITS,BANANE DOUCE,sans unité,SANPEDRO,300
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,OIGNON VIOLET - NIGER-BF (kg),kilogramme,SANPEDRO,500
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,OIGNON BLANC (kg),kilogramme,SANPEDRO,500
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,PIMENT (kg),kilogramme,SANPEDRO,500
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,GRAINE DE PALME (kg),kilogramme,SANPEDRO,300
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,CITRON (kg),kilogramme,SANPEDRO,300
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,GINGIMBRE (kg),kilogramme,SANPEDRO,350
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,CAROTTE (kg),kilogramme,SANPEDRO,800
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,CHOU (kg),kilogramme,SANPEDRO,500
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,COURGETTE (kg),kilogramme,SANPEDRO,300
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,NAVET (kg),kilogramme,SANPEDRO,500
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,POIVRON (kg),kilogramme,SANPEDRO,1000
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,COMCOMBRE (kg),kilogramme,SANPEDRO,300
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,HARICOT VERT (kg),kilogramme,SANPEDRO,1500
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,HARICOT NIEBE BLANC,sans unité,SANPEDRO,400
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,PAMPLEMOUSSE,sans unité,SANPEDRO
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,PAPAYE (kg),kilogramme,SANPEDRO,500
septembre,2020-09-14,2020,PRODUITS VIVRIERS,FRUITS,GOYAVE,sans unité,SANPEDRO
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,MANGUES,sans unité,SANPEDRO,300
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,TANGELO,sans unité,SANPEDRO
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,ORANGE (kg),kilogramme,SANPEDRO,300
septembre,2020-09-14,2020,PRODUITS VIVRIERS,FRUITS,AVOCAT (kg),kilogramme,SANPEDRO,300
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,COROSSOL,sans unité,SANPEDRO
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,BANANE PLANTAIN (kg),kilogramme,SANPEDRO,300
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,TOMATE TYPE SALADE (kg),kilogramme,SANPEDRO,700
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,PATATE DOUCE,kilogramme,SANPEDRO,250
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,ARACHIDE DECORTIQUEE (kg),kilogramme,SANPEDRO,600
septembre,2020-09-14,2020,PRODUITS FRAIS,BOUCHERIE,VIANDE DE BOEUF SANS OS (kg),kilogramme,SANPEDRO,2500
septembre,2020-09-14,2020,PRODUITS FRAIS,BOUCHERIE,VIANDE DE BOEUF AVEC OS (kg),kilogramme,SANPEDRO,2200
septembre,2020-09-14,2020,PRODUITS FRAIS,BOUCHERIE,VIANDE DE MOUTON (kg),kilogramme,SANPEDRO,4000
septembre,2020-09-14,2020,PRODUITS FRAIS,BOUCHERIE,POULET DE CHAIR (kg),kilogramme,SANPEDRO,2500
septembre,2020-09-14,2020,PRODUITS FRAIS,POISSONNERIE,CARPE NOIRE D'AQUACULTURE,kilogramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS FRAIS,POISSONNERIE,CARPE ROUGE LOCALE,kilogramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS FRAIS,POISSONNERIE,THON NOIR,kilogramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS FRAIS,POISSONNERIE,THON ROUGE,kilogramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS FRAIS,POISSONNERIE,SOSSO LOCAL,kilogramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS FRAIS,POISSONNERIE,MÂCHOIRON FRAIS LOCAL,kilogramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS FRAIS,POISSONNERIE,SARDINE FUMÉE (MANGNE),kilogramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS FRAIS,POISSONNERIE,ESCARGOT LOCAL,kilogramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS FRAIS,POISSONNERIE,CREVETTE LOCALE,kilogramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,RIZ IMPORTE DU VIETNAM / SAC 5 KGS,kilogramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,RIZ IMPORTE DU VIETNAM / SACHET 900G,gramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,RIZ IMPORTE DE THAÏLANDE / SAC 5 KGS,kilogramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,RIZ IMPORTE DE THAÏLANDE / SACHET 900G,gramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,HUILE DE PALME RAFFINÉE / BOUTEILLE 5L,litre,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,HUILE DE PALME RAFFINÉE / BOUTEILLE 3L,litre,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,"HUILE DE PALME RAFFINÉE / BOUTEILLE 1,5L",litre,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,"HUILE DE PALME RAFFINÉE / BOUTEILLE 0,9L",litre,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,"TOMATE CONCENTREE / BOITE 2,2 KGS ",kilogramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,TOMATE CONCENTREE / BOITE 400G ,gramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,SUCRE EN POUDRE BLANC / SACHET 1 KG ,kilogramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,SUCRE EN POUDRE BLANC / VRAC ,kilogramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,SUCRE EN MORCEAU BLANC / PAQUET 1 KG ,kilogramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,"LAIT EN POUDRE / BOITE 1,8 KG",kilogramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,LAIT EN POUDRE / BOITE 900G,gramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,LAIT EN POUDRE / BOITE 400G,gramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,LAIT EN POUDRE / SACHET 26G,gramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,PÂTES ALIMENTAIRES SPAGHETTIS / PAQUET 200G,gramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,PÂTES ALIMENTAIRES VERMICELLES / SACHET 200G,gramme,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,"EAU MINÉRALE SOURCE BONOUA / BOUTEILLE 1,5 L",litre,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,"EAU MINÉRALE SOURCE BONOUA / BOUTEILLE 1,2 L",litre,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,EAU MINÉRALE SOURCE BONOUA / BOUTEILLE 33 CL,litre,SANPEDRO
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,EAU MINÉRALE SOURCE BONOUA / VERRE 33 CL,litre,SANPEDRO
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,KPONAN (kg),kilogramme,BOUAKE,400
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,IGNAME KLEGLE (kg),kilogramme,BOUAKE,400
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,ASSAWA,kilogramme,BOUAKE,400
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,IGNAME BÊTÊ BÊTÊ (kg) ,kilogramme,BOUAKE,300
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,MANIOC (kg),kilogramme,BOUAKE,200
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,CITRON (kg),kilogramme,BOUAKE,875
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,POMME DE TERRE (kg),kilogramme,BOUAKE,400
septembre,2020-09-14,2020,PRODUITS VIVRIERS,FRUITS,ANANAS (kg),kilogramme,BOUAKE,400
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,MIL (kg),kilogramme,BOUAKE,400
septembre,2020-09-14,2020,PRODUITS MANUFACTURES,DIVERS,FONIO (400 GR.),gramme,BOUAKE
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,RIZ LOCAL (LONGS GRAINS),kilogramme,BOUAKE,350
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,RIZ LOCAL (BRISURES),kilogramme,BOUAKE,300
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,GOMBO Dioula,kilogramme,BOUAKE,250
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,GOMBO Baoulé,kilogramme,BOUAKE,250
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,AUBERGINE N'DROWA (kg),kilogramme,BOUAKE,250
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,AUBERGINE VIOLETTE,kilogramme,BOUAKE,250
septembre,2020-09-14,2020,PRODUITS VIVRIERS,FRUITS,BANANE DOUCE,sans unité,BOUAKE,300
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,OIGNON VIOLET - NIGER-BF (kg),kilogramme,BOUAKE,400
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,OIGNON BLANC (kg),kilogramme,BOUAKE,400
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,PIMENT (kg),kilogramme,BOUAKE,1000
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,GRAINE DE PALME (kg),kilogramme,BOUAKE,200
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS DE SAISON,CITRON (kg),kilogramme,BOUAKE,875
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,GINGIMBRE (kg),kilogramme,BOUAKE,350
septembre,2020-09-14,2020,PRODUITS VIVRIERS,PRODUITS HORS  SAISON,CAROTTE (kg),kilogramme,BOUAKE,1200
